timestamp,battery,battery_low,contact,linkquality,voltage,timestamp
2025-06-24T10:57:51.805204,100,False,True,188,3200,2025-06-24T10:57:51.805204
2025-06-24T10:57:53.571169,100,False,False,216,3200,2025-06-24T10:57:53.571169
2025-06-24T10:57:54.232809,100,False,True,212,3200,2025-06-24T10:57:54.232809
2025-06-24T10:57:55.549598,100,False,False,144,3200,2025-06-24T10:57:55.549598
2025-06-24T10:57:56.415341,100,False,True,220,3200,2025-06-24T10:57:56.415341
2025-06-24T10:57:58.383448,100,False,False,255,3200,2025-06-24T10:57:58.383448
